"No.","Time","Source","Destination","Protocol","Length","Info"
"228","16.452409","192.168.0.104","104.21.64.1","QUIC","83","Protected Payload (KP0), DCID=01f583db967d0b95f4f766dba37d8ab07ae0906f"
"229","16.453374","192.168.0.104","104.21.48.1","QUIC","83","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"230","16.481681","104.21.64.1","192.168.0.104","QUIC","806","Protected Payload (KP0)"
"231","16.483024","192.168.0.104","172.64.155.209","TCP","54","56356  >  443 [ACK] Seq=7011 Ack=40 Win=255 Len=0"
"232","16.513111","192.168.0.104","104.21.64.1","QUIC","86","Protected Payload (KP0), DCID=01f583db967d0b95f4f766dba37d8ab07ae0906f"
"233","16.522647","104.21.64.1","192.168.0.104","QUIC","65","Protected Payload (KP0)"
"234","16.522647","104.21.48.1","192.168.0.104","QUIC","65","Protected Payload (KP0)"
"235","16.600592","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"236","16.600592","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"237","16.600592","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"238","16.600592","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"239","16.600592","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"240","16.602511","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"241","16.602511","104.21.48.1","192.168.0.104","QUIC","1058","Protected Payload (KP0)"
"242","16.602511","104.21.48.1","192.168.0.104","QUIC","324","Protected Payload (KP0)"
"243","16.602511","104.21.48.1","192.168.0.104","QUIC","543","Protected Payload (KP0)"
"244","16.602511","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"245","16.602511","104.21.48.1","192.168.0.104","QUIC","231","Protected Payload (KP0)"
"246","16.602511","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"247","16.602511","104.21.48.1","192.168.0.104","QUIC","454","Protected Payload (KP0)"
"248","16.602888","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"249","16.603166","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"250","16.604296","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"251","16.604519","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"252","16.604734","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"253","16.604946","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"254","16.637594","192.168.0.104","104.21.48.1","QUIC","86","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"255","16.673033","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"256","16.673033","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"257","16.673033","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"258","16.674491","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"259","16.674491","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"260","16.674491","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"261","16.674491","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"262","16.674491","104.21.48.1","192.168.0.104","QUIC","1242","Protected Payload (KP0)"
"263","16.675010","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"264","16.675501","104.21.48.1","192.168.0.104","QUIC","1080","Protected Payload (KP0)"
"265","16.675836","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"266","16.676120","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"267","16.676387","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"268","16.716140","192.168.0.104","104.21.48.1","QUIC","86","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"269","16.732062","192.168.0.104","104.21.48.1","QUIC","83","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"270","16.780868","104.21.48.1","192.168.0.104","QUIC","1086","Protected Payload (KP0)"
"271","16.801811","104.21.48.1","192.168.0.104","QUIC","65","Protected Payload (KP0)"
"272","16.808904","192.168.0.104","104.21.48.1","QUIC","86","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"273","16.820406","104.21.48.1","192.168.0.104","QUIC","910","Protected Payload (KP0)"
"274","16.820406","104.21.48.1","192.168.0.104","QUIC","79","Protected Payload (KP0)"
"275","16.821511","192.168.0.104","104.21.48.1","QUIC","85","Protected Payload (KP0), DCID=01371cdc995baf94b734dddc825b193c17619359"
"276","16.872165","172.64.155.209","192.168.0.104","TLSv1.2","353","Application Data"
"277","16.872165","172.64.155.209","192.168.0.104","TLSv1.2","89","Application Data"
"278","16.872165","172.64.155.209","192.168.0.104","TLSv1.2","85","Application Data"
"279","16.873901","192.168.0.104","172.64.155.209","TCP","54","56356  >  443 [ACK] Seq=7011 Ack=405 Win=254 Len=0"
"280","16.874818","192.168.0.104","172.64.155.209","TLSv1.2","89","Application Data"
"281","16.879357","142.250.71.106","192.168.0.104","UDP","183","443  >  64082 Len=141"
"282","16.883017","192.168.0.104","142.250.71.106","UDP","75","64082  >  443 Len=33"
"283","16.931861","172.64.155.209","192.168.0.104","TCP","54","443  >  56356 [ACK] Seq=405 Ack=7046 Win=113 Len=0"
"284","17.811698","192.168.0.104","192.168.0.1","DNS","80","Standard query 0xa262 A analytics.falais.com"
"285","17.815157","192.168.0.104","192.168.0.1","DNS","80","Standard query 0x59d2 HTTPS analytics.falais.com"
"286","17.822794","192.168.0.1","192.168.0.104","DNS","192","Standard query response 0xa262 A analytics.falais.com A 104.21.64.1 A 104.21.32.1 A 104.21.16.1 A 104.21.96.1 A 104.21.80.1 A 104.21.48.1 A 104.21.112.1"
"287","17.825940","192.168.0.1","192.168.0.104","DNS","328","Standard query response 0x59d2 HTTPS analytics.falais.com HTTPS"
"288","17.827289","192.168.0.104","104.21.64.1","QUIC","788","Protected Payload (KP0), DCID=01f583db967d0b95f4f766dba37d8ab07ae0906f"
"289","17.895867","104.21.64.1","192.168.0.104","QUIC","65","Protected Payload (KP0)"
"290","18.101735","192.168.0.104","104.21.64.1","QUIC","83","Protected Payload (KP0), DCID=01f583db967d0b95f4f766dba37d8ab07ae0906f"
"291","18.127064","104.21.64.1","192.168.0.104","QUIC","827","Protected Payload (KP0)"
"292","18.163542","192.168.0.104","104.21.64.1","QUIC","86","Protected Payload (KP0), DCID=01f583db967d0b95f4f766dba37d8ab07ae0906f"
"293","18.170286","104.21.64.1","192.168.0.104","QUIC","65","Protected Payload (KP0)"
"294","18.274509","192.168.0.104","54.237.41.149","TCP","55","56136  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1 [TCP PDU reassembled in 507]"
"295","18.471769","54.237.41.149","192.168.0.104","TCP","66","443  >  56136 [ACK] Seq=1 Ack=2 Win=338 Len=0 SLE=1 SRE=2"
"296","19.826456","192.168.0.104","140.82.114.26","TCP","55","56503  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1 [TCP PDU reassembled in 525]"
"297","20.084007","140.82.114.26","192.168.0.104","TCP","66","443  >  56503 [ACK] Seq=1 Ack=2 Win=76 Len=0 SLE=1 SRE=2"
"298","20.421592","142.250.70.106","192.168.0.104","UDP","121","443  >  58183 Len=79"
"299","20.430436","192.168.0.104","142.250.70.106","UDP","75","58183  >  443 Len=33"
"300","21.127407","142.250.192.106","192.168.0.104","UDP","120","443  >  60595 Len=78"
"301","21.131039","192.168.0.104","142.250.192.106","UDP","75","60595  >  443 Len=33"
"302","21.936656","fe80::1e3b:f3ff:fe1d:8784","ff02::1","ICMPv6","78","Router Advertisement from 1c:3b:f3:1d:87:84"
"303","22.349875","192.168.0.104","74.125.130.188","TCP","55","55452  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"304","22.416739","74.125.130.188","192.168.0.104","TCP","66","5228  >  55452 [ACK] Seq=1 Ack=2 Win=1046 Len=0 SLE=1 SRE=2"
"305","22.452168","192.168.0.104","192.168.0.1","DNS","79","Standard query 0xa66a A clients6.google.com"
"306","22.454660","192.168.0.104","192.168.0.1","DNS","79","Standard query 0x86c8 HTTPS clients6.google.com"
"307","22.461926","192.168.0.1","192.168.0.104","DNS","119","Standard query response 0xa66a A clients6.google.com CNAME clients.l.google.com A 142.250.76.206"
"308","22.464285","192.168.0.1","192.168.0.104","DNS","153","Standard query response 0x86c8 HTTPS clients6.google.com CNAME clients.l.google.com SOA ns1.google.com"
"309","22.466594","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=34234fd85d0bae01, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO, PING, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING"
"310","22.466658","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=34234fd85d0bae01, PKN: 2, CRYPTO"
"311","22.466701","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=34234fd85d0bae01, PKN: 3, PADDING, CRYPTO, PADDING, PING, PING, PADDING, PING, PADDING, CRYPTO, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, PING, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, PING, PADDING, PING"
"312","22.466868","192.168.0.104","142.250.76.206","QUIC","122","0-RTT, DCID=34234fd85d0bae01"
"313","22.467275","192.168.0.104","142.250.76.206","QUIC","1288","0-RTT, DCID=34234fd85d0bae01"
"314","22.467327","192.168.0.104","142.250.76.206","QUIC","1292","0-RTT, DCID=34234fd85d0bae01"
"315","22.467386","192.168.0.104","142.250.76.206","QUIC","596","0-RTT, DCID=34234fd85d0bae01"
"316","22.467424","192.168.0.104","142.250.76.206","QUIC","125","0-RTT, DCID=34234fd85d0bae01"
"317","22.475324","142.250.76.206","192.168.0.104","QUIC","82","Initial, SCID=f4234fd85d0bae01, PKN: 1, ACK"
"318","22.475324","142.250.76.206","192.168.0.104","QUIC","82","Initial, SCID=f4234fd85d0bae01, PKN: 2, ACK"
"319","22.475853","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=f4234fd85d0bae01, PKN: 3, ACK, PADDING"
"320","22.475853","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=f4234fd85d0bae01, PKN: 4, ACK, PADDING"
"321","22.484747","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=f4234fd85d0bae01, PKN: 10, PADDING, PING, PADDING"
"322","22.493708","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=f4234fd85d0bae01, PKN: 5, ACK, PADDING"
"323","22.509663","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=f4234fd85d0bae01, PKN: 12, PADDING, PING, PADDING"
"324","22.518748","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=f4234fd85d0bae01, PKN: 6, ACK, PADDING"
"325","22.533120","192.168.0.104","142.250.76.206","QUIC","1292","Initial, DCID=f4234fd85d0bae01, PKN: 14, PADDING, PING, PADDING"
"326","22.535740","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=f4234fd85d0bae01, PKN: 7, CRYPTO, PADDING"
"327","22.535740","142.250.76.206","192.168.0.104","QUIC","349","Protected Payload (KP0)"
"328","22.535740","142.250.76.206","192.168.0.104","QUIC","985","Protected Payload (KP0)"
"329","22.536474","192.168.0.104","142.250.76.206","QUIC","120","Handshake, DCID=f4234fd85d0bae01"
"330","22.536590","192.168.0.104","142.250.76.206","QUIC","73","Protected Payload (KP0), DCID=f4234fd85d0bae01"
"331","22.536961","142.250.76.206","192.168.0.104","QUIC","74","Protected Payload (KP0)"
"332","22.536961","142.250.76.206","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"333","22.536961","142.250.76.206","192.168.0.104","QUIC","64","Protected Payload (KP0)"
"334","22.537441","192.168.0.104","142.250.76.206","QUIC","73","Protected Payload (KP0), DCID=f4234fd85d0bae01"
"335","22.542016","142.250.76.206","192.168.0.104","QUIC","1292","Initial, SCID=f4234fd85d0bae01, PKN: 14, ACK, CRYPTO, PADDING"
"336","22.544765","142.250.76.206","192.168.0.104","QUIC","162","Protected Payload (KP0)"
"337","22.544936","192.168.0.104","142.250.76.206","QUIC","75","Protected Payload (KP0), DCID=f4234fd85d0bae01"
"338","22.840988","103.43.91.249","192.168.0.104","TLSv1.2","100","Application Data"
"339","22.840988","103.43.91.249","192.168.0.104","TLSv1.2","85","Encrypted Alert"
"340","22.842931","192.168.0.104","103.43.91.249","TCP","54","56562  >  443 [ACK] Seq=5534 Ack=7687 Win=64892 Len=0"
"341","22.843270","192.168.0.104","103.43.91.249","TCP","54","56562  >  443 [FIN, ACK] Seq=5534 Ack=7687 Win=64892 Len=0"
"342","22.901512","142.250.76.206","192.168.0.104","QUIC","1292","Protected Payload (KP0)"
"343","22.901512","142.250.76.206","192.168.0.104","QUIC","171","Protected Payload (KP0)"
"344","22.902118","192.168.0.104","142.250.76.206","QUIC","75","Protected Payload (KP0), DCID=f4234fd85d0bae01"
"345","22.902275","192.168.0.104","142.250.76.206","QUIC","79","Protected Payload (KP0), DCID=f4234fd85d0bae01"
"346","22.906121","142.250.76.206","192.168.0.104","QUIC","275","Protected Payload (KP0)"
"347","22.906333","192.168.0.104","142.250.76.206","QUIC","75","Protected Payload (KP0), DCID=f4234fd85d0bae01"
"348","22.911276","192.168.0.104","192.168.0.1","DNS","85","Standard query 0xa7f9 A colab.research.google.com"
"349","22.915079","192.168.0.104","192.168.0.1","DNS","85","Standard query 0x0877 HTTPS colab.research.google.com"
"350","22.920934","192.168.0.1","192.168.0.104","DNS","173","Standard query response 0xa7f9 A colab.research.google.com CNAME colab-alv.research.google.com A 216.239.32.180 A 216.239.34.180 A 216.239.36.180 A 216.239.38.180"
"351","22.929366","192.168.0.104","216.239.32.180","QUIC","1292","Initial, DCID=588a04dc28e65d28, PKN: 1, PING, PING, PADDING, PING, PING, PING, PADDING, PING, PADDING, PING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING"
"352","22.929590","192.168.0.104","216.239.32.180","QUIC","1292","Initial, DCID=588a04dc28e65d28, PKN: 2, CRYPTO"
"353","22.929792","192.168.0.104","216.239.32.180","QUIC","1292","Initial, DCID=588a04dc28e65d28, PKN: 3, PADDING, PING, PING, PADDING, PING, CRYPTO, CRYPTO, PING, PING, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING, PADDING, PING, PADDING, PING, PADDING"
"354","22.930137","192.168.0.104","216.239.32.180","QUIC","118","0-RTT, DCID=588a04dc28e65d28"
"355","22.936540","142.250.76.206","192.168.0.104","QUIC","68","Protected Payload (KP0)"
"356","22.939586","216.239.32.180","192.168.0.104","QUIC","82","Initial, SCID=f88a04dc28e65d28, PKN: 1, ACK"
"357","22.939586","216.239.32.180","192.168.0.104","QUIC","82","Initial, SCID=f88a04dc28e65d28, PKN: 2, ACK"
"358","22.939586","216.239.32.180","192.168.0.104","QUIC","1292","Initial, SCID=f88a04dc28e65d28, PKN: 3, ACK, PADDING"
"359","22.939586","216.239.32.180","192.168.0.104","QUIC","1292","Initial, SCID=f88a04dc28e65d28, PKN: 4, ACK, PADDING"
"360","22.952973","192.168.0.104","216.239.32.180","QUIC","1292","Initial, DCID=f88a04dc28e65d28, PKN: 6, PADDING, PING, PADDING"
"361","22.962124","216.239.32.180","192.168.0.104","QUIC","1292","Initial, SCID=f88a04dc28e65d28, PKN: 5, ACK, PADDING"
"362","22.982165","192.168.0.104","216.239.32.180","QUIC","1292","Initial, DCID=f88a04dc28e65d28, PKN: 8, PADDING, PING, PADDING"
"363","22.989232","192.168.0.1","192.168.0.104","DNS","159","Standard query response 0x0877 HTTPS colab.research.google.com CNAME colab-alv.research.google.com SOA ns1.google.com"
"364","22.990046","192.168.0.104","192.168.0.1","ICMP","187","Destination unreachable (Port unreachable)"
"365","22.991488","216.239.32.180","192.168.0.104","QUIC","1292","Initial, SCID=f88a04dc28e65d28, PKN: 6, ACK, PADDING"
"366","22.999122","216.239.32.180","192.168.0.104","QUIC","1292","Initial, SCID=f88a04dc28e65d28, PKN: 7, CRYPTO, PADDING"
"367","22.999122","216.239.32.180","192.168.0.104","QUIC","346","Protected Payload (KP0)"
"368","22.999122","216.239.32.180","192.168.0.104","QUIC","988","Protected Payload (KP0)"
"369","22.999122","216.239.32.180","192.168.0.104","QUIC","83","Protected Payload (KP0)"
"370","22.999122","216.239.32.180","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"371","23.000904","192.168.0.104","216.239.32.180","QUIC","120","Handshake, DCID=f88a04dc28e65d28"
"372","23.001167","192.168.0.104","216.239.32.180","QUIC","73","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"373","23.001610","192.168.0.104","216.239.32.180","QUIC","1288","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"374","23.001854","192.168.0.104","216.239.32.180","QUIC","1292","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"375","23.002062","192.168.0.104","216.239.32.180","QUIC","504","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"376","23.009574","216.239.32.180","192.168.0.104","QUIC","162","Protected Payload (KP0)"
"377","23.010435","216.239.32.180","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"378","23.010435","216.239.32.180","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"379","23.011128","216.239.32.180","192.168.0.104","QUIC","71","Protected Payload (KP0)"
"380","23.011512","192.168.0.104","216.239.32.180","QUIC","73","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"381","23.087682","103.43.91.249","192.168.0.104","TCP","54","443  >  56562 [ACK] Seq=7687 Ack=5535 Win=41759 Len=0"
"382","23.443827","192.168.0.104","216.239.32.180","QUIC","187","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"383","23.477901","216.239.32.180","192.168.0.104","QUIC","70","Protected Payload (KP0)"
"384","23.506780","192.168.0.104","216.239.32.180","QUIC","74","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"385","24.640200","216.239.32.180","192.168.0.104","QUIC","606","Protected Payload (KP0)"
"386","24.640200","216.239.32.180","192.168.0.104","QUIC","63","Protected Payload (KP0)"
"387","24.641710","192.168.0.104","216.239.32.180","QUIC","77","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"388","24.676535","216.239.32.180","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"389","24.724637","216.239.32.180","192.168.0.104","QUIC","741","Protected Payload (KP0)"
"390","24.724637","216.239.32.180","192.168.0.104","QUIC","63","Protected Payload (KP0)"
"391","24.726099","192.168.0.104","216.239.32.180","QUIC","77","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"392","24.760653","216.239.32.180","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"393","26.455720","142.250.71.106","192.168.0.104","UDP","99","443  >  64082 Len=57"
"394","26.455720","142.250.71.106","192.168.0.104","UDP","77","443  >  64082 Len=35"
"395","26.455720","142.250.71.106","192.168.0.104","UDP","134","443  >  64082 Len=92"
"396","26.459962","192.168.0.104","142.250.71.106","UDP","75","64082  >  443 Len=33"
"397","26.460884","192.168.0.104","142.250.71.106","UDP","308","64082  >  443 Len=266"
"398","26.471827","142.250.71.106","192.168.0.104","UDP","71","443  >  64082 Len=29"
"399","26.475688","192.168.0.104","142.250.71.106","UDP","75","64082  >  443 Len=33"
"400","26.728615","142.250.71.106","192.168.0.104","UDP","145","443  >  64082 Len=103"
"401","26.733137","192.168.0.104","142.250.71.106","UDP","79","64082  >  443 Len=37"
"402","26.744904","142.250.71.106","192.168.0.104","UDP","67","443  >  64082 Len=25"
"403","27.385102","TpLinkTechno_1d:87:84","CloudNetwork_34:60:2b","ARP","42","Who has 192.168.0.104? Tell 192.168.0.1"
"404","27.385128","CloudNetwork_34:60:2b","TpLinkTechno_1d:87:84","ARP","42","192.168.0.104 is at 14:ac:60:34:60:2b"
"405","28.604009","fe80::1e3b:f3ff:fe1d:8784","ff02::1","ICMPv6","78","Router Advertisement from 1c:3b:f3:1d:87:84"
"406","31.446950","192.168.0.104","216.239.32.180","QUIC","391","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"407","31.461887","192.168.0.104","192.168.0.1","DNS","91","Standard query 0xc790 A signaler-pa.clients6.google.com"
"408","31.464690","192.168.0.104","34.144.254.29","TLSv1.2","441","Ignored Unknown Record[Illegal Segments]"
"409","31.470222","192.168.0.104","192.168.0.1","DNS","91","Standard query 0x82a9 HTTPS signaler-pa.clients6.google.com"
"410","31.481567","192.168.0.1","192.168.0.104","DNS","107","Standard query response 0xc790 A signaler-pa.clients6.google.com A 142.250.192.138"
"411","31.481567","34.144.254.29","192.168.0.104","TCP","54","443  >  56138 [ACK] Seq=1 Ack=389 Win=776 Len=0"
"412","31.481567","192.168.0.1","192.168.0.104","DNS","141","Standard query response 0x82a9 HTTPS signaler-pa.clients6.google.com SOA ns1.google.com"
"413","31.481567","216.239.32.180","192.168.0.104","QUIC","70","Protected Payload (KP0)"
"414","31.485382","192.168.0.104","216.239.32.180","QUIC","391","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"415","31.486907","192.168.0.104","216.239.32.180","QUIC","152","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"416","31.495211","192.168.0.104","142.250.192.138","QUIC","1292","Initial, DCID=d515bd6f404e5490, PKN: 1, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"417","31.496374","192.168.0.104","142.250.192.138","QUIC","1292","Initial, DCID=d515bd6f404e5490, PKN: 2, PING, CRYPTO, PING, PING, PING, CRYPTO, PING, CRYPTO, PING, PING, PING, PADDING"
"418","31.499084","192.168.0.104","142.250.192.138","QUIC","124","0-RTT, DCID=d515bd6f404e5490"
"419","31.499938","192.168.0.104","142.250.192.138","QUIC","519","0-RTT, DCID=d515bd6f404e5490"
"420","31.501400","216.239.32.180","192.168.0.104","QUIC","67","Protected Payload (KP0)"
"421","31.501400","216.239.32.180","192.168.0.104","QUIC","71","Protected Payload (KP0)"
"422","31.502887","192.168.0.104","216.239.32.180","QUIC","73","Protected Payload (KP0), DCID=f88a04dc28e65d28"
"423","31.504273","142.250.192.138","192.168.0.104","QUIC","82","Initial, SCID=f515bd6f404e5490, PKN: 1, ACK"
"424","31.504273","142.250.192.138","192.168.0.104","QUIC","1292","Initial, SCID=f515bd6f404e5490, PKN: 2, ACK, PADDING"
"425","31.517593","192.168.0.104","192.168.0.1","DNS","74","Standard query 0x96db A api2.cursor.sh"
"426","31.528445","192.168.0.1","192.168.0.104","DNS","249","Standard query response 0x96db A api2.cursor.sh CNAME api2geo.cursor.sh CNAME api2direct.cursor.sh A 3.210.9.156 A 44.194.8.218 A 18.232.20.167 A 3.221.120.50 A 54.196.232.127 A 54.167.164.79 A 3.211.162.40 A 34.198.242.163"
"427","31.534237","192.168.0.104","142.250.192.138","QUIC","1292","Initial, DCID=f515bd6f404e5490, PKN: 6, PADDING, PING, PADDING"
"428","31.538715","192.168.0.104","3.210.9.156","TCP","66","56564  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"429","31.545701","142.250.192.138","192.168.0.104","QUIC","1292","Initial, SCID=f515bd6f404e5490, PKN: 3, ACK, PADDING"
"430","31.564674","142.250.192.138","192.168.0.104","QUIC","1292","Initial, SCID=f515bd6f404e5490, PKN: 4, CRYPTO, PADDING"
"431","31.564674","142.250.192.138","192.168.0.104","QUIC","341","Protected Payload (KP0)"
"432","31.564674","142.250.192.138","192.168.0.104","QUIC","993","Protected Payload (KP0)"
"433","31.564674","142.250.192.138","192.168.0.104","QUIC","90","Protected Payload (KP0)"
"434","31.564674","142.250.192.138","192.168.0.104","QUIC","66","Protected Payload (KP0)"
"435","31.566450","192.168.0.104","142.250.192.138","QUIC","120","Handshake, DCID=f515bd6f404e5490"
"436","31.566657","192.168.0.104","142.250.192.138","QUIC","73","Protected Payload (KP0), DCID=f515bd6f404e5490"
"437","31.574060","142.250.192.138","192.168.0.104","QUIC","162","Protected Payload (KP0)"
"438","31.574060","142.250.192.138","192.168.0.104","QUIC","64","Protected Payload (KP0)"
"439","31.574862","192.168.0.104","142.250.192.138","QUIC","73","Protected Payload (KP0), DCID=f515bd6f404e5490"
"440","31.611147","192.168.0.104","142.250.192.138","QUIC","74","Protected Payload (KP0), DCID=f515bd6f404e5490"
"441","31.616511","142.250.192.138","192.168.0.104","QUIC","64","Protected Payload (KP0)"
"442","31.617619","192.168.0.104","142.250.192.138","QUIC","75","Protected Payload (KP0), DCID=f515bd6f404e5490"
"443","31.750737","3.210.9.156","192.168.0.104","TCP","66","443  >  56564 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1440 SACK_PERM WS=256"
"444","31.752931","192.168.0.104","3.210.9.156","TCP","54","56564  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"445","31.753682","192.168.0.104","3.210.9.156","TLSv1.3","571","Client Hello (SNI=api2.cursor.sh)"
"446","31.772679","34.144.254.29","192.168.0.104","TLSv1.2","690","Application Data"
"447","31.780094","142.250.192.138","192.168.0.104","QUIC","315","Protected Payload (KP0)"
"448","31.781199","142.250.192.138","192.168.0.104","QUIC","63","Protected Payload (KP0)"
"449","31.781521","192.168.0.104","142.250.192.138","QUIC","79","Protected Payload (KP0), DCID=f515bd6f404e5490"
"450","31.781688","192.168.0.104","142.250.192.138","QUIC","75","Protected Payload (KP0), DCID=f515bd6f404e5490"
"451","31.787102","192.168.0.104","142.250.192.138","QUIC","1292","Initial, DCID=3fbe7d6c7ed12cd4, PKN: 1, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING, PADDING, PING, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO"
"452","31.787232","192.168.0.104","142.250.192.138","QUIC","1292","Initial, DCID=3fbe7d6c7ed12cd4, PKN: 2, CRYPTO"
"453","31.787344","192.168.0.104","142.250.192.138","QUIC","1292","Initial, DCID=3fbe7d6c7ed12cd4, PKN: 3, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO"
"454","31.787565","192.168.0.104","142.250.192.138","QUIC","124","0-RTT, DCID=3fbe7d6c7ed12cd4"
"455","31.794506","142.250.192.138","192.168.0.104","QUIC","82","Initial, SCID=ffbe7d6c7ed12cd4, PKN: 1, ACK"
"456","31.794506","142.250.192.138","192.168.0.104","QUIC","82","Initial, SCID=ffbe7d6c7ed12cd4, PKN: 2, ACK"
"457","31.795008","142.250.192.138","192.168.0.104","QUIC","1292","Initial, SCID=ffbe7d6c7ed12cd4, PKN: 3, ACK, PADDING"
"458","31.795008","142.250.192.138","192.168.0.104","QUIC","1292","Initial, SCID=ffbe7d6c7ed12cd4, PKN: 4, ACK, PADDING"
